transaction_id,customer_id,amount,payment_method,transaction_status,failure_reason,retry_count,previous_success_rate,customer_value,checkout_duration,days_overdue,revenue_at_risk,recovered
TX00861,CUST0785,26278.44,NetBanking,Success,None,2,0.73,Low,151.9,24,0.0,1
TX00862,CUST0984,16092.35,UPI,Success,Authentication_Failed,3,0.41,Low,547.6,25,0.0,1
TX00863,CUST0069,23601.79,Wallet,Failed,Authentication_Failed,2,0.49,Medium,180.3,14,23601.79,0
TX00864,CUST0546,25224.05,NetBanking,Subscription_Failed,Timeout,3,0.95,Medium,493.1,6,25224.05,1
TX00865,CUST0053,10198.39,Card,Failed,Timeout,0,0.39,Low,178.7,30,10198.39,1
TX00866,CUST1474,15887.52,UPI,Success,Timeout,2,0.28,Low,564.3,2,0.0,1
TX00867,CUST0205,39612.21,NetBanking,Success,Insufficient_Funds,3,0.26,Medium,549.5,10,0.0,1
TX00868,CUST0126,45806.25,NetBanking,Failed,Bank_Decline,0,0.6,Low,35.5,8,45806.25,0
TX00869,CUST0043,18117.75,Card,Failed,Network_Error,1,0.71,Low,464.5,9,18117.75,0
TX00870,CUST0111,15487.22,NetBanking,Overdue,Timeout,0,0.46,Medium,110.0,22,15487.22,0
TX00871,CUST0761,9920.82,NetBanking,Success,Bank_Decline,0,0.75,Low,137.0,3,0.0,1
TX00872,CUST1207,33988.86,NetBanking,Abandoned,Timeout,2,0.25,Low,281.3,29,33988.86,0
TX00873,CUST0848,16290.37,NetBanking,Success,Network_Error,1,0.89,Low,350.0,27,0.0,1
TX00874,CUST0095,49389.93,Card,Failed,None,1,0.85,Low,202.2,24,49389.93,0
TX00875,CUST1398,16419.1,NetBanking,Abandoned,Timeout,2,0.99,High,349.5,21,16419.1,1
TX00876,CUST0900,19827.98,NetBanking,Success,Bank_Decline,0,0.95,Low,110.7,24,0.0,1
TX00877,CUST0360,30246.04,NetBanking,Success,Insufficient_Funds,3,0.48,Medium,23.2,19,0.0,1
TX00878,CUST0900,40123.88,UPI,Abandoned,None,2,0.52,Medium,347.0,25,40123.88,0
TX00879,CUST0281,23582.03,Card,Failed,None,0,0.8,Low,315.3,17,23582.03,1
TX00880,CUST1219,21248.27,UPI,Success,None,3,0.31,Low,416.9,28,0.0,1
TX00881,CUST1219,49782.76,UPI,Success,Network_Error,2,0.45,Medium,393.4,13,0.0,1
TX00882,CUST0667,722.58,Card,Failed,Bank_Decline,2,0.29,High,539.5,8,722.58,0
TX00883,CUST0093,44774.25,UPI,Subscription_Failed,Authentication_Failed,1,0.56,Low,281.1,25,44774.25,0
TX00884,CUST0672,7627.21,UPI,Success,Authentication_Failed,1,0.64,Low,14.9,27,0.0,1
TX00885,CUST0061,39339.08,UPI,Abandoned,Authentication_Failed,1,0.37,Medium,382.1,29,39339.08,0
TX00886,CUST0634,30972.99,Card,Success,Insufficient_Funds,3,0.22,Low,408.3,19,0.0,1
TX00887,CUST1075,17223.99,NetBanking,Success,Timeout,2,0.78,Low,317.7,15,0.0,1
TX00888,CUST1427,43718.97,Wallet,Success,Timeout,1,0.22,Low,416.7,26,0.0,1
TX00889,CUST1029,842.78,Wallet,Subscription_Failed,Timeout,1,0.98,Low,200.9,1,842.78,1
TX00890,CUST1490,11489.19,Card,Success,Insufficient_Funds,2,0.38,Low,97.8,22,0.0,1
TX00891,CUST0604,28431.26,Wallet,Abandoned,Authentication_Failed,3,0.73,Low,402.1,6,28431.26,1
TX00892,CUST0682,17706.8,Card,Success,None,1,0.55,Medium,154.7,4,0.0,1
TX00893,CUST0534,30596.8,Card,Overdue,Timeout,0,0.25,Medium,279.2,20,30596.8,0
TX00894,CUST1429,1400.69,Wallet,Subscription_Failed,None,3,0.58,Low,300.1,23,1400.69,0
TX00895,CUST0838,5999.65,UPI,Abandoned,None,1,0.61,Low,291.5,21,5999.65,0
TX00896,CUST0645,6529.39,NetBanking,Subscription_Failed,Insufficient_Funds,0,0.88,Medium,363.1,16,6529.39,0
TX00897,CUST0233,9626.33,Wallet,Failed,Insufficient_Funds,1,0.79,Low,27.4,10,9626.33,0
TX00898,CUST0524,23074.71,Wallet,Subscription_Failed,Bank_Decline,3,0.26,Low,593.9,29,23074.71,0
TX00899,CUST0346,37656.01,Wallet,Success,Timeout,2,0.37,Low,432.6,27,0.0,1
TX00900,CUST1070,45295.83,Wallet,Success,Authentication_Failed,2,0.45,Low,261.0,3,0.0,1
TX00901,CUST0546,41801.55,Card,Failed,Network_Error,3,0.29,High,122.9,16,41801.55,1
TX00902,CUST1102,10005.02,Card,Success,Insufficient_Funds,1,0.57,Medium,57.3,20,0.0,1
TX00903,CUST1097,22169.3,NetBanking,Success,None,3,0.99,Low,406.6,4,0.0,1
TX00904,CUST0794,10130.7,NetBanking,Success,Bank_Decline,0,0.61,Medium,197.0,3,0.0,1
TX00905,CUST0249,13370.7,Wallet,Success,Network_Error,1,0.79,Low,145.4,30,0.0,1
TX00906,CUST0047,25276.64,Wallet,Failed,Insufficient_Funds,3,0.75,Low,234.2,24,25276.64,0
TX00907,CUST1145,3591.83,Wallet,Success,Bank_Decline,2,0.88,Low,359.8,23,0.0,1
TX00908,CUST0214,11065.08,NetBanking,Overdue,None,3,0.37,Medium,406.3,29,11065.08,0
TX00909,CUST0239,46781.83,Wallet,Subscription_Failed,Timeout,1,0.8,Low,390.7,9,46781.83,0
TX00910,CUST1080,23412.59,UPI,Overdue,Bank_Decline,3,0.91,Low,519.3,29,23412.59,0
TX00911,CUST0350,22380.25,NetBanking,Success,Insufficient_Funds,2,0.34,Low,139.1,2,0.0,1
TX00912,CUST0107,925.44,UPI,Success,Timeout,0,0.48,Low,385.7,20,0.0,1
TX00913,CUST0831,12520.51,Wallet,Overdue,None,3,0.98,Medium,69.7,5,12520.51,0
TX00914,CUST0048,43341.36,Card,Subscription_Failed,Authentication_Failed,3,0.82,Medium,333.3,20,43341.36,1
TX00915,CUST0337,8398.5,UPI,Abandoned,Bank_Decline,0,0.43,Medium,354.5,7,8398.5,1
TX00916,CUST1050,20873.22,NetBanking,Success,Network_Error,3,0.65,Medium,137.6,4,0.0,1
TX00917,CUST0804,913.68,UPI,Failed,None,2,0.52,High,241.1,7,913.68,0
TX00918,CUST1281,24021.11,NetBanking,Abandoned,Timeout,0,0.59,Low,498.0,9,24021.11,0
TX00919,CUST0008,1246.85,Wallet,Success,None,2,0.48,Low,97.6,30,0.0,1
TX00920,CUST0625,41016.56,UPI,Failed,Timeout,2,0.42,Low,266.4,25,41016.56,0
TX00921,CUST1277,41277.72,Card,Abandoned,None,2,0.74,Low,560.3,29,41277.72,0
TX00922,CUST0719,39429.56,UPI,Failed,Authentication_Failed,1,0.82,Low,307.4,18,39429.56,1
TX00923,CUST0303,14311.53,Card,Success,Bank_Decline,0,0.9,Low,437.8,20,0.0,1
TX00924,CUST0639,41894.41,NetBanking,Failed,Network_Error,1,0.32,Low,497.9,3,41894.41,1
TX00925,CUST0056,27241.31,Wallet,Overdue,Authentication_Failed,1,0.86,Medium,130.2,28,27241.31,0
TX00926,CUST0726,18815.64,Wallet,Failed,Bank_Decline,3,0.4,High,138.7,26,18815.64,0
TX00927,CUST0526,31341.43,Card,Abandoned,Network_Error,0,0.54,Low,457.6,5,31341.43,1
TX00928,CUST0474,814.58,NetBanking,Failed,None,3,0.92,Low,454.5,2,814.58,1
TX00929,CUST0028,7319.45,Wallet,Failed,Network_Error,1,0.56,Medium,45.5,27,7319.45,1
TX00930,CUST0078,37166.22,NetBanking,Failed,Insufficient_Funds,3,0.36,Low,200.3,25,37166.22,0
TX00931,CUST1240,12359.25,Card,Success,Network_Error,2,0.33,Low,245.1,3,0.0,1
TX00932,CUST1410,29980.85,Card,Success,Bank_Decline,1,0.58,Low,499.1,26,0.0,1
TX00933,CUST0365,19378.11,UPI,Success,Authentication_Failed,2,0.81,Medium,258.9,3,0.0,1
TX00934,CUST0666,42769.33,Wallet,Success,Authentication_Failed,0,1.0,Medium,556.3,4,0.0,1
TX00935,CUST0526,47630.28,Wallet,Success,Insufficient_Funds,3,0.83,Medium,598.0,26,0.0,1
TX00936,CUST0699,44201.52,UPI,Success,Bank_Decline,1,0.9,Low,470.6,14,0.0,1
TX00937,CUST1336,13676.88,Card,Subscription_Failed,Network_Error,0,0.8,Low,403.2,15,13676.88,0
TX00938,CUST0883,9869.31,Card,Success,Insufficient_Funds,2,0.92,Low,241.2,5,0.0,1
TX00939,CUST1031,23826.86,Card,Success,None,3,0.26,High,49.6,17,0.0,1
TX00940,CUST1027,565.24,Card,Success,Timeout,3,0.94,Medium,348.2,25,0.0,1
TX00941,CUST0919,1485.31,NetBanking,Failed,None,1,0.52,Low,223.4,11,1485.31,0
TX00942,CUST0750,27753.87,Wallet,Success,Bank_Decline,3,0.94,Medium,217.0,23,0.0,1
TX00943,CUST0363,26118.38,Wallet,Success,Insufficient_Funds,3,0.26,Low,415.7,19,0.0,1
TX00944,CUST1298,49730.18,Card,Success,Authentication_Failed,2,0.77,High,283.5,6,0.0,1
TX00945,CUST0806,10251.72,Card,Subscription_Failed,Insufficient_Funds,2,0.79,Medium,453.7,22,10251.72,0
TX00946,CUST0739,13053.58,Card,Overdue,Timeout,2,1.0,Low,244.9,11,13053.58,0
TX00947,CUST1039,5854.32,Wallet,Overdue,Bank_Decline,0,0.82,Medium,99.0,13,5854.32,0
TX00948,CUST1216,45893.64,Wallet,Success,Insufficient_Funds,0,0.51,Low,282.2,12,0.0,1
TX00949,CUST0485,38935.0,Card,Failed,None,3,0.65,Low,571.1,25,38935.0,0
TX00950,CUST0028,41152.49,NetBanking,Failed,Network_Error,0,0.49,Medium,482.9,10,41152.49,0
TX00951,CUST0714,45157.64,UPI,Success,None,1,0.36,Medium,131.4,10,0.0,1
TX00952,CUST1063,26340.02,UPI,Success,Bank_Decline,2,0.4,Low,240.9,1,0.0,1
TX00953,CUST1297,22669.42,UPI,Success,Insufficient_Funds,0,0.38,Medium,557.4,13,0.0,1
TX00954,CUST1255,16653.5,Wallet,Abandoned,None,3,0.64,Medium,83.0,14,16653.5,1
TX00955,CUST0086,29542.89,Wallet,Success,Insufficient_Funds,2,0.92,Low,159.8,22,0.0,1
TX00956,CUST1498,22823.06,UPI,Success,None,0,0.93,Low,164.7,27,0.0,1
TX00957,CUST0126,22687.97,UPI,Success,Bank_Decline,2,0.24,Medium,346.9,0,0.0,1
TX00958,CUST0812,46859.01,NetBanking,Failed,Authentication_Failed,0,0.26,Low,252.3,11,46859.01,0
TX00959,CUST0537,49204.77,Wallet,Abandoned,None,3,0.4,High,57.1,13,49204.77,0
TX00960,CUST0145,39864.92,Wallet,Failed,Network_Error,0,0.4,Low,381.2,17,39864.92,0
TX00961,CUST1236,37886.55,UPI,Failed,None,0,0.28,Low,68.5,20,37886.55,0
TX00962,CUST0025,34091.8,NetBanking,Success,Bank_Decline,0,0.51,Low,367.8,23,0.0,1
TX00963,CUST1418,8470.53,NetBanking,Success,None,2,0.67,Medium,309.1,27,0.0,1
TX00964,CUST0067,3143.47,UPI,Success,Network_Error,0,0.66,Medium,301.3,22,0.0,1
TX00965,CUST0233,34598.17,UPI,Overdue,Network_Error,0,0.63,Low,49.8,2,34598.17,0
TX00966,CUST0109,36493.55,Wallet,Overdue,Bank_Decline,0,0.47,Low,387.1,28,36493.55,0
TX00967,CUST1170,2539.25,UPI,Abandoned,Insufficient_Funds,2,0.77,Medium,264.5,25,2539.25,0
TX00968,CUST0111,46416.98,Card,Success,None,3,0.86,Low,252.6,30,0.0,1
TX00969,CUST0228,4738.8,NetBanking,Success,Authentication_Failed,3,0.48,Low,361.9,24,0.0,1
TX00970,CUST0111,14437.85,UPI,Success,Network_Error,3,0.27,Low,367.7,11,0.0,1
TX00971,CUST1494,33685.01,Card,Subscription_Failed,Network_Error,0,0.44,Low,18.9,28,33685.01,0
TX00972,CUST0034,8659.66,NetBanking,Failed,None,2,0.31,Low,83.9,4,8659.66,0
TX00973,CUST0623,2959.71,Card,Subscription_Failed,Insufficient_Funds,3,0.57,Low,149.5,2,2959.71,0
TX00974,CUST1393,16691.1,Card,Failed,None,3,0.32,Low,410.0,6,16691.1,0
TX00975,CUST0748,38345.38,UPI,Success,Bank_Decline,3,0.57,Medium,350.3,15,0.0,1
TX00976,CUST0595,20801.2,NetBanking,Success,Authentication_Failed,1,0.38,Low,457.0,19,0.0,1
TX00977,CUST0425,32718.05,Card,Success,None,2,0.79,Medium,447.0,16,0.0,1
TX00978,CUST0613,29065.03,Wallet,Failed,Network_Error,1,0.22,Medium,513.4,20,29065.03,0
TX00979,CUST0692,1306.48,NetBanking,Success,Network_Error,0,0.64,Low,232.3,26,0.0,1
TX00980,CUST1306,49429.29,Wallet,Abandoned,Bank_Decline,3,0.34,Medium,213.6,7,49429.29,1
TX00981,CUST1344,2263.12,UPI,Failed,Insufficient_Funds,0,0.2,Low,500.3,14,2263.12,0
TX00982,CUST1467,48396.58,Wallet,Success,None,2,0.9,Low,150.2,27,0.0,1
TX00983,CUST0315,27583.24,NetBanking,Success,Timeout,0,0.74,High,282.1,19,0.0,1
TX00984,CUST0877,48165.32,Card,Success,Insufficient_Funds,0,0.28,Medium,124.7,14,0.0,1
TX00985,CUST1401,5914.73,Card,Abandoned,Network_Error,3,0.73,High,549.2,22,5914.73,0
TX00986,CUST1313,24622.34,NetBanking,Success,None,2,0.69,Medium,250.6,30,0.0,1
TX00987,CUST1461,8641.3,Card,Success,Network_Error,0,0.58,Low,135.4,7,0.0,1
TX00988,CUST0662,2738.55,Wallet,Subscription_Failed,Authentication_Failed,1,0.54,Low,418.3,24,2738.55,0
TX00989,CUST0277,30952.95,Card,Failed,Insufficient_Funds,3,0.91,Low,154.3,10,30952.95,0
TX00990,CUST0624,10547.61,Card,Success,Timeout,1,0.4,Medium,566.7,30,0.0,1
TX00991,CUST0516,29467.31,Wallet,Abandoned,Authentication_Failed,3,0.52,High,226.9,24,29467.31,0
TX00992,CUST1374,5795.75,Wallet,Abandoned,Timeout,0,0.46,Medium,402.1,20,5795.75,0
TX00993,CUST0843,16732.93,Wallet,Failed,Authentication_Failed,3,0.82,Low,213.7,21,16732.93,0
TX00994,CUST1470,39125.3,UPI,Success,Insufficient_Funds,0,0.93,Low,486.3,22,0.0,1
TX00995,CUST0350,21965.17,Wallet,Success,Network_Error,1,0.88,Medium,539.2,9,0.0,1
TX00996,CUST0823,31461.72,Wallet,Abandoned,Timeout,0,0.84,High,474.9,17,31461.72,1
TX00997,CUST1161,32443.41,UPI,Success,Insufficient_Funds,3,0.99,Low,510.6,8,0.0,1
TX00998,CUST0759,42219.0,Card,Failed,Timeout,3,0.76,Low,70.1,15,42219.0,1
TX00999,CUST0899,16381.16,Wallet,Subscription_Failed,Insufficient_Funds,3,0.8,Low,555.2,0,16381.16,0
TX01000,CUST0243,34427.32,NetBanking,Subscription_Failed,Authentication_Failed,1,0.99,Low,378.3,29,34427.32,0
TX01001,CUST0543,48088.47,Wallet,Success,Insufficient_Funds,2,0.21,Medium,522.8,21,0.0,1
TX01002,CUST1064,36566.12,Wallet,Success,Authentication_Failed,1,0.71,Low,413.8,5,0.0,1
TX01003,CUST0229,24595.55,UPI,Success,Network_Error,0,0.79,Medium,129.1,29,0.0,1
TX01004,CUST0548,31609.73,NetBanking,Abandoned,Authentication_Failed,0,0.93,Low,369.6,22,31609.73,1
TX01005,CUST0920,37036.21,Card,Success,Bank_Decline,1,0.91,Low,63.7,1,0.0,1
TX01006,CUST1247,30691.33,Card,Success,Network_Error,1,0.87,Low,420.5,12,0.0,1
TX01007,CUST0006,1030.46,NetBanking,Success,None,0,0.96,Medium,251.3,21,0.0,1
TX01008,CUST1346,9899.72,Wallet,Success,None,0,0.63,Medium,99.5,5,0.0,1
TX01009,CUST0468,40561.32,UPI,Success,Insufficient_Funds,0,0.21,Low,587.7,8,0.0,1
TX01010,CUST0075,13778.0,NetBanking,Success,Insufficient_Funds,2,0.21,Low,541.6,13,0.0,1
TX01011,CUST0004,36631.79,NetBanking,Failed,Bank_Decline,2,0.64,Low,537.2,23,36631.79,0
TX01012,CUST0646,18731.59,Card,Success,Insufficient_Funds,1,0.55,Low,475.4,20,0.0,1
TX01013,CUST0118,26189.84,UPI,Success,Network_Error,1,0.56,Medium,418.3,6,0.0,1
TX01014,CUST0881,3585.07,NetBanking,Subscription_Failed,Network_Error,2,0.52,Medium,396.5,22,3585.07,0
TX01015,CUST0504,9225.03,UPI,Subscription_Failed,Authentication_Failed,3,0.93,Low,72.6,4,9225.03,0
TX01016,CUST0947,47868.41,Wallet,Success,Timeout,2,0.49,Medium,541.3,6,0.0,1
TX01017,CUST0574,44528.88,Card,Success,Insufficient_Funds,1,0.88,Medium,529.9,2,0.0,1
TX01018,CUST1465,32683.3,Wallet,Failed,Bank_Decline,2,0.92,Low,451.2,22,32683.3,0
TX01019,CUST0194,23090.3,UPI,Success,None,3,0.6,Low,557.1,12,0.0,1
TX01020,CUST0847,33852.91,Wallet,Success,Network_Error,1,0.56,Medium,336.3,21,0.0,1
TX01021,CUST0715,31006.79,Card,Success,Network_Error,0,0.81,Medium,274.1,30,0.0,1
TX01022,CUST1416,28513.9,UPI,Success,Network_Error,1,0.77,Low,581.1,11,0.0,1
TX01023,CUST1050,3147.02,NetBanking,Failed,Timeout,2,0.46,Medium,283.8,5,3147.02,0
TX01024,CUST1459,31713.57,Wallet,Subscription_Failed,Timeout,2,0.28,Low,388.4,1,31713.57,0
TX01025,CUST0173,38492.22,Card,Abandoned,Insufficient_Funds,3,0.41,Medium,230.1,14,38492.22,0
TX01026,CUST1324,49705.27,NetBanking,Success,None,2,0.3,High,385.4,14,0.0,1
TX01027,CUST0326,751.71,Card,Success,Bank_Decline,3,0.44,Medium,434.9,17,0.0,1
TX01028,CUST1434,36562.64,UPI,Failed,Timeout,1,0.41,Medium,378.5,22,36562.64,1
TX01029,CUST1142,28675.11,UPI,Success,Authentication_Failed,2,0.71,Low,313.6,16,0.0,1
TX01030,CUST0836,21815.8,Wallet,Success,Timeout,1,0.96,Medium,187.1,24,0.0,1
TX01031,CUST0724,6552.99,Card,Failed,Network_Error,0,0.75,Medium,389.9,2,6552.99,1
TX01032,CUST0225,20572.44,Card,Subscription_Failed,Bank_Decline,0,0.94,Low,546.0,21,20572.44,1
TX01033,CUST0532,17847.98,Card,Success,Insufficient_Funds,3,0.83,Medium,14.1,2,0.0,1
TX01034,CUST0113,15280.93,UPI,Subscription_Failed,Timeout,2,0.78,High,89.0,27,15280.93,0
TX01035,CUST0140,36597.81,Wallet,Success,Network_Error,1,0.53,Low,80.7,8,0.0,1
TX01036,CUST0559,35096.13,Card,Success,Authentication_Failed,1,0.46,Low,554.7,9,0.0,1
TX01037,CUST0001,29533.2,Card,Success,Authentication_Failed,2,0.88,Medium,401.0,11,0.0,1
TX01038,CUST0090,46945.51,NetBanking,Failed,Insufficient_Funds,1,0.92,Medium,571.6,22,46945.51,0
TX01039,CUST0654,17622.75,Card,Abandoned,Insufficient_Funds,2,0.56,High,353.9,0,17622.75,0
TX01040,CUST0320,12341.34,Wallet,Failed,Timeout,2,0.21,Medium,282.4,3,12341.34,0
TX01041,CUST0139,32863.98,NetBanking,Success,Insufficient_Funds,0,0.83,Medium,477.5,29,0.0,1
TX01042,CUST0845,10100.94,NetBanking,Success,None,2,0.43,Medium,105.0,20,0.0,1
TX01043,CUST0259,15887.52,NetBanking,Failed,None,1,0.21,Low,235.0,22,15887.52,0
TX01044,CUST0902,11385.2,UPI,Success,Network_Error,2,0.84,Medium,285.1,22,0.0,1
TX01045,CUST0690,3643.85,NetBanking,Success,Network_Error,0,0.61,Low,186.1,4,0.0,1
TX01046,CUST0010,41409.44,Card,Overdue,Network_Error,0,0.75,Low,229.1,27,41409.44,1
TX01047,CUST0261,12876.12,UPI,Failed,None,3,0.93,Low,56.1,16,12876.12,0
TX01048,CUST0172,23756.77,UPI,Success,Timeout,1,0.63,Low,126.8,20,0.0,1
TX01049,CUST0898,2357.1,UPI,Success,Timeout,2,0.6,Low,207.9,4,0.0,1
TX01050,CUST0013,35027.11,UPI,Success,Insufficient_Funds,1,0.43,Low,479.6,3,0.0,1
TX01051,CUST1192,16661.94,UPI,Failed,Timeout,1,0.44,Low,117.7,28,16661.94,0
TX01052,CUST0321,37287.89,UPI,Subscription_Failed,Network_Error,2,0.84,Low,214.5,21,37287.89,0
TX01053,CUST1343,20737.67,UPI,Failed,Bank_Decline,0,0.56,Low,48.3,14,20737.67,0
TX01054,CUST0329,9948.63,NetBanking,Success,Network_Error,1,0.33,Medium,338.7,23,0.0,1
TX01055,CUST0785,25756.12,Wallet,Success,None,3,0.28,High,370.6,9,0.0,1
TX01056,CUST0777,6699.13,Card,Overdue,Bank_Decline,1,0.58,Medium,520.7,4,6699.13,0
TX01057,CUST0911,22138.85,Card,Overdue,Insufficient_Funds,0,0.57,Low,493.3,13,22138.85,0
TX01058,CUST1443,16001.81,NetBanking,Success,Authentication_Failed,3,0.72,Medium,178.4,23,0.0,1
TX01059,CUST1119,45615.59,NetBanking,Success,Timeout,3,0.58,Low,90.8,30,0.0,1
TX01060,CUST0318,3234.25,UPI,Success,Timeout,3,0.31,Low,102.1,27,0.0,1
TX01061,CUST0236,34762.07,Wallet,Subscription_Failed,None,3,0.61,Medium,581.7,20,34762.07,0
TX01062,CUST0334,9301.01,UPI,Failed,Network_Error,2,0.93,Medium,407.2,12,9301.01,0
TX01063,CUST0376,16088.44,NetBanking,Failed,Network_Error,2,0.33,Medium,35.1,18,16088.44,0
TX01064,CUST1483,20892.6,UPI,Success,Bank_Decline,2,0.75,Medium,90.7,7,0.0,1
TX01065,CUST1161,45419.15,Card,Success,Timeout,3,0.68,Low,296.6,11,0.0,1
TX01066,CUST0588,12280.4,Card,Success,None,0,0.8,High,132.6,19,0.0,1
TX01067,CUST0513,4747.18,UPI,Subscription_Failed,Insufficient_Funds,1,0.32,Medium,484.2,29,4747.18,0
TX01068,CUST1320,16070.74,Wallet,Success,Network_Error,3,0.95,Medium,348.2,18,0.0,1
TX01069,CUST1344,5412.86,UPI,Abandoned,Timeout,0,0.7,Medium,371.5,18,5412.86,0
TX01070,CUST0918,6604.11,UPI,Success,Authentication_Failed,1,0.88,Low,283.1,5,0.0,1
TX01071,CUST1373,28777.76,Wallet,Subscription_Failed,None,3,0.4,Low,161.1,7,28777.76,0
TX01072,CUST0873,3232.92,Wallet,Abandoned,Bank_Decline,1,0.79,Low,357.7,9,3232.92,0
TX01073,CUST1253,1740.36,Wallet,Success,Network_Error,2,0.82,Low,433.0,20,0.0,1
TX01074,CUST0270,35777.82,Card,Subscription_Failed,Network_Error,2,0.52,Low,228.9,16,35777.82,0
TX01075,CUST0798,18210.03,UPI,Success,Insufficient_Funds,2,0.51,Low,307.9,0,0.0,1
TX01076,CUST1315,6443.69,NetBanking,Success,Network_Error,0,0.73,High,505.4,18,0.0,1
TX01077,CUST0725,12829.92,Wallet,Success,None,2,0.27,High,97.7,11,0.0,1
TX01078,CUST1189,32175.91,Wallet,Subscription_Failed,Timeout,0,0.79,Medium,331.7,27,32175.91,1
TX01079,CUST0005,13921.72,UPI,Subscription_Failed,Timeout,2,0.23,Low,215.6,21,13921.72,0
TX01080,CUST0851,24827.15,NetBanking,Success,Timeout,2,0.35,Low,424.6,1,0.0,1
TX01081,CUST1403,6260.43,UPI,Failed,Authentication_Failed,2,0.73,Medium,21.1,16,6260.43,0
TX01082,CUST0078,29487.06,UPI,Failed,Authentication_Failed,0,0.28,Low,405.6,30,29487.06,0
TX01083,CUST1434,15940.67,Wallet,Abandoned,Network_Error,1,0.98,Medium,70.7,6,15940.67,1
TX01084,CUST0574,31423.03,Wallet,Success,Authentication_Failed,0,0.89,High,48.2,13,0.0,1
TX01085,CUST0132,40458.07,Card,Success,Authentication_Failed,3,0.7,Low,437.5,13,0.0,1
TX01086,CUST0601,30659.99,NetBanking,Failed,Insufficient_Funds,3,0.86,Medium,387.8,11,30659.99,1
TX01087,CUST1066,14928.23,NetBanking,Success,Authentication_Failed,0,0.91,Low,538.0,15,0.0,1
TX01088,CUST0089,12936.04,Wallet,Success,Bank_Decline,0,0.41,Medium,316.6,17,0.0,1
TX01089,CUST0402,16505.56,Wallet,Failed,Bank_Decline,1,0.88,Low,322.7,7,16505.56,1
TX01090,CUST0296,8398.1,Wallet,Success,Bank_Decline,0,0.36,Low,427.1,1,0.0,1
TX01091,CUST1319,9222.36,NetBanking,Overdue,Network_Error,2,0.53,Medium,200.8,10,9222.36,0
TX01092,CUST0616,39576.42,Card,Success,Timeout,1,0.65,Medium,31.8,0,0.0,1
TX01093,CUST0800,19359.68,NetBanking,Overdue,Insufficient_Funds,0,0.77,Medium,145.7,9,19359.68,0
TX01094,CUST0422,21912.56,Wallet,Success,Network_Error,0,0.22,Low,150.4,17,0.0,1
TX01095,CUST1047,29783.66,Wallet,Success,Timeout,3,0.43,Medium,208.0,15,0.0,1
TX01096,CUST0575,29564.74,Card,Success,Insufficient_Funds,1,0.69,Medium,566.6,1,0.0,1
TX01097,CUST0143,3555.37,UPI,Abandoned,Insufficient_Funds,3,0.49,High,484.9,22,3555.37,0
TX01098,CUST0993,41610.73,UPI,Abandoned,Insufficient_Funds,0,0.82,High,562.2,16,41610.73,0
TX01099,CUST0665,9030.86,NetBanking,Success,Bank_Decline,1,0.72,Medium,599.2,15,0.0,1
TX01100,CUST0145,36208.97,UPI,Success,Bank_Decline,2,0.39,Medium,265.9,18,0.0,1
TX01101,CUST1249,38679.02,UPI,Failed,Bank_Decline,0,0.32,Medium,144.0,4,38679.02,0
TX01102,CUST1007,35802.0,NetBanking,Success,Insufficient_Funds,0,0.7,Low,340.4,27,0.0,1
TX01103,CUST0503,29033.09,Wallet,Abandoned,None,3,0.56,Low,529.9,22,29033.09,0
TX01104,CUST0821,927.53,UPI,Success,Insufficient_Funds,2,0.34,Medium,284.8,29,0.0,1
TX01105,CUST0104,18146.7,Wallet,Failed,Bank_Decline,0,0.46,Medium,308.2,5,18146.7,0
TX01106,CUST1063,30321.0,NetBanking,Abandoned,Insufficient_Funds,3,0.44,Medium,89.3,23,30321.0,0
TX01107,CUST0198,19495.07,Wallet,Overdue,Bank_Decline,3,0.29,Low,258.1,16,19495.07,0
TX01108,CUST0579,43201.3,Wallet,Failed,Bank_Decline,0,0.64,Low,238.3,15,43201.3,0
TX01109,CUST0391,15578.35,NetBanking,Success,Bank_Decline,1,0.81,Low,217.5,15,0.0,1
TX01110,CUST1203,14818.03,Wallet,Success,None,0,0.66,Low,533.5,6,0.0,1
TX01111,CUST0554,13446.69,UPI,Failed,Timeout,2,0.86,Low,45.0,15,13446.69,1
TX01112,CUST1472,16772.49,UPI,Success,Insufficient_Funds,0,0.3,High,583.6,8,0.0,1
TX01113,CUST1039,27958.77,UPI,Subscription_Failed,Network_Error,1,0.55,Low,14.9,22,27958.77,0
TX01114,CUST1313,35409.36,UPI,Failed,Bank_Decline,3,0.69,Medium,567.9,5,35409.36,0
TX01115,CUST0478,33195.88,Wallet,Success,None,2,0.74,Low,333.3,15,0.0,1
TX01116,CUST1255,40424.35,UPI,Success,Network_Error,2,0.76,High,424.4,8,0.0,1
TX01117,CUST0923,44318.52,Wallet,Success,Timeout,2,0.78,High,120.4,28,0.0,1
TX01118,CUST0420,40840.74,Card,Success,Insufficient_Funds,2,0.72,Low,396.0,3,0.0,1
TX01119,CUST0157,1143.48,Wallet,Success,None,1,0.28,High,530.4,27,0.0,1
TX01120,CUST0550,36848.71,UPI,Failed,Bank_Decline,1,0.76,Medium,92.3,25,36848.71,1
TX01121,CUST1465,10578.3,Card,Success,Bank_Decline,1,0.78,Low,85.0,21,0.0,1
TX01122,CUST1121,6819.82,NetBanking,Success,Bank_Decline,1,0.99,Medium,189.3,5,0.0,1
