timestamp,transaction_id,amount,recovery_probability,recommended_action,execution_status,message,recovered_amount,razorpay_order_id,payment_link_id
2026-09-02T11:25:24.319922,TX01126,7053.96,0.2871,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3nl3v6Nz0HvM,0.0,order_TX3nl3v6Nz0HvM,
2026-09-02T11:25:24.345804,TX01128,45180.54,0.1075,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:24.373077,TX01129,1425.98,0.133,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:24.399671,TX01130,10630.9,0.1162,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:24.423715,TX01135,25708.29,0.0886,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:24.453019,TX01136,34087.88,0.0248,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:24.483757,TX01137,46598.56,0.1728,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:24.938216,TX01139,40227.01,0.4167,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3nlKsLTu25rv,0.0,order_TX3nlKsLTu25rv,
2026-09-02T11:25:24.974793,TX01141,19419.79,0.082,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:25.011464,TX01142,18822.57,0.0894,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:25.047682,TX01145,7763.93,0.0912,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:25.079261,TX01150,21523.56,0.1042,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:25.119377,TX01151,31674.56,0.5413,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:25.563346,TX01152,36360.34,0.5072,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3nmNvO0V1CqP,0.0,order_TX3nmNvO0V1CqP,
2026-09-02T11:25:25.591529,TX01154,7531.91,0.0633,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:25.615205,TX01155,10487.73,0.1285,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:25.637827,TX01158,20034.37,0.042,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:25.657433,TX01165,16321.8,0.0825,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:25.670257,TX01167,7329.44,0.0836,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:25.685220,TX01169,32150.11,0.0353,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:25.699279,TX01170,1473.38,0.0602,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:25.716734,TX01171,39440.91,0.0636,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:25.734827,TX01172,45181.76,0.0453,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:25.752616,TX01173,13517.28,0.1254,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:25.767491,TX01174,40657.06,0.0608,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:25.781999,TX01177,24385.21,0.0562,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:25.806351,TX01179,46325.02,0.0603,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:25.829087,TX01180,43591.5,0.0287,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:25.871361,TX01182,13830.18,0.4549,SEND_REMINDER,REMINDER_SENT,Payment reminder sent to customer,0.0,,
2026-09-02T11:25:25.903341,TX01187,2877.86,0.08,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:26.017843,TX01188,33533.98,0.4591,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3nmtvbMi20V3,0.0,order_TX3nmtvbMi20V3,
2026-09-02T11:25:26.050605,TX01190,12329.84,0.0375,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:26.082707,TX01191,15441.15,0.0803,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:26.111491,TX01194,455.95,0.4839,SEND_REMINDER,REMINDER_SENT,Payment reminder sent to customer,0.0,,
2026-09-02T11:25:26.136740,TX01195,22381.39,0.4613,SEND_REMINDER,REMINDER_SENT,Payment reminder sent to customer,0.0,,
2026-09-02T11:25:26.222302,TX01198,11934.02,0.566,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3nn9WRe4Sx4v,0.0,order_TX3nn9WRe4Sx4v,
2026-09-02T11:25:26.241690,TX01199,47189.99,0.0546,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:26.258171,TX01201,14614.16,0.0575,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:26.274380,TX01203,40201.6,0.1538,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:26.293582,TX01207,32412.49,0.0458,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:26.319070,TX01208,31323.99,0.0439,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:26.342002,TX01209,31989.86,0.0345,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:26.361798,TX01210,15495.85,0.1025,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:26.440662,TX01212,47981.71,0.5808,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3nnNorUXIbGP,0.0,order_TX3nnNorUXIbGP,
2026-09-02T11:25:26.465956,TX01214,4589.98,0.4047,SEND_REMINDER,REMINDER_SENT,Payment reminder sent to customer,0.0,,
2026-09-02T11:25:26.541093,TX01218,31875.16,0.5,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3nnV2t2RxMtt,0.0,order_TX3nnV2t2RxMtt,
2026-09-02T11:25:26.564533,TX01219,20209.3,0.1069,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:26.584709,TX01220,28975.83,0.0323,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:26.607896,TX01222,23964.56,0.1275,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:26.650375,TX01224,49065.83,0.2053,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:26.674886,TX01225,46637.95,0.0995,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:26.704601,TX01233,7134.49,0.0187,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:26.726780,TX01234,30678.02,0.1515,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:26.752486,TX01239,43152.33,0.0551,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:26.769630,TX01240,11807.03,0.1196,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:26.786687,TX01241,34820.34,0.0423,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:26.804057,TX01243,43201.53,0.1003,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:26.819469,TX01245,48883.98,0.0755,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:26.838247,TX01246,29214.91,0.0536,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:26.854002,TX01247,49774.61,0.0379,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:26.869222,TX01248,45593.43,0.0638,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:26.887037,TX01250,2996.87,0.5849,SEND_REMINDER,REMINDER_SENT,Payment reminder sent to customer,0.0,,
2026-09-02T11:25:26.901245,TX01254,8539.5,0.4996,SEND_REMINDER,REMINDER_SENT,Payment reminder sent to customer,0.0,,
2026-09-02T11:25:26.918137,TX01255,23237.16,0.0333,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:26.935083,TX01256,1856.74,0.6876,RETRY_PAYMENT,SUCCESS,Payment retry succeeded,1856.74,,
2026-09-02T11:25:26.949089,TX01257,6270.03,0.2589,SEND_REMINDER,REMINDER_SENT,Payment reminder sent to customer,0.0,,
2026-09-02T11:25:26.965396,TX01259,3343.87,0.0684,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:27.054827,TX01260,19958.4,0.4327,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3no31AhBVSqC,0.0,order_TX3no31AhBVSqC,
2026-09-02T11:25:27.099192,TX01263,43484.91,0.0365,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:27.142959,TX01264,26597.11,0.0561,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:27.178883,TX01265,23505.43,0.0207,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:27.215763,TX01266,20653.32,0.0581,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:27.245867,TX01267,40917.64,0.0595,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:27.271358,TX01268,44773.82,0.0878,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:27.300305,TX01269,42691.47,0.4892,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:27.320379,TX01270,33742.62,0.3159,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:27.335852,TX01272,13988.12,0.096,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:27.365770,TX01274,46555.04,0.1315,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:27.388493,TX01278,42313.55,0.2362,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:27.412456,TX01289,41146.96,0.0805,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:27.521865,TX01296,15523.6,0.4743,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3noZDOiXAYtg,0.0,order_TX3noZDOiXAYtg,
2026-09-02T11:25:27.535326,TX01297,12260.3,0.0624,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:27.550349,TX01299,37252.62,0.6215,RETRY_PAYMENT,BLOCKED,High-value transaction requires escalation,0.0,,
2026-09-02T11:25:27.572490,TX01301,11878.07,0.043,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:27.594044,TX01303,45908.48,0.0457,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:27.619649,TX01305,11785.3,0.0455,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:27.640913,TX01308,31308.27,0.0903,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:27.665907,TX01310,22719.68,0.049,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:27.691682,TX01311,37006.75,0.3309,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:27.718007,TX01315,38704.54,0.3004,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:27.734092,TX01317,1779.78,0.128,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:27.749564,TX01318,26841.34,0.1053,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:27.770408,TX01320,40441.78,0.1981,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:27.876084,TX01321,16172.08,0.4729,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3novYmcCALh4,0.0,order_TX3novYmcCALh4,
2026-09-02T11:25:27.899994,TX01324,39168.51,0.0212,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:27.920717,TX01328,13500.34,0.0299,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:27.946773,TX01329,26826.11,0.1606,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:27.971801,TX01330,42966.32,0.082,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:27.990532,TX01332,47711.3,0.1261,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:28.006554,TX01333,6269.6,0.1155,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:28.030281,TX01336,3618.7,0.0575,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:28.056236,TX01337,49596.08,0.1531,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:28.078911,TX01338,47579.56,0.0673,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:28.096672,TX01339,7023.64,0.0616,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:28.116611,TX01340,26971.71,0.4993,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:28.242828,TX01342,21522.13,0.4563,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3npJw1dp1OYO,0.0,order_TX3npJw1dp1OYO,
2026-09-02T11:25:28.260914,TX01343,3258.97,0.0322,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:28.282877,TX01344,11351.44,0.0735,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:28.305296,TX01346,22044.65,0.1061,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:28.417733,TX01347,48879.31,0.4277,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3npY8y5mBMOt,0.0,order_TX3npY8y5mBMOt,
2026-09-02T11:25:28.445145,TX01350,26944.66,0.3608,SEND_REMINDER,REMINDER_SENT,Payment reminder sent to customer,0.0,,
2026-09-02T11:25:28.471045,TX01352,17098.28,0.0681,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:28.496507,TX01353,35503.18,0.0351,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:28.524861,TX01355,15868.52,0.4723,SEND_REMINDER,REMINDER_SENT,Payment reminder sent to customer,0.0,,
2026-09-02T11:25:28.545942,TX01356,33766.07,0.1499,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:28.562873,TX01359,35953.05,0.1192,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:28.645507,TX01365,43259.69,0.5886,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3npnbNlOEJzh,0.0,order_TX3npnbNlOEJzh,
2026-09-02T11:25:28.671197,TX01366,6109.3,0.0319,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:28.700244,TX01369,36946.44,0.0447,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:28.723543,TX01371,22115.54,0.0646,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:28.752473,TX01372,24245.99,0.0875,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:28.785691,TX01373,10771.82,0.0845,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:28.813745,TX01379,49043.53,0.0767,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:28.839644,TX01380,30375.12,0.0686,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:28.870352,TX01381,25284.68,0.0346,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:28.910940,TX01382,43945.11,0.277,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:28.945531,TX01384,37775.94,0.0754,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:28.978077,TX01387,35106.58,0.0971,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:29.012873,TX01388,9874.82,0.0848,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:29.042224,TX01389,22470.61,0.6047,RETRY_PAYMENT,SUCCESS,Payment retry succeeded,22470.61,,
2026-09-02T11:25:29.069174,TX01395,20194.58,0.0779,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:29.094052,TX01396,39697.8,0.1971,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:29.176020,TX01398,9460.88,0.5341,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3nqNJzY8s7IH,0.0,order_TX3nqNJzY8s7IH,
2026-09-02T11:25:29.199700,TX01400,10652.9,0.0682,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:29.220220,TX01402,48486.87,0.0814,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:29.235008,TX01403,36788.49,0.6723,RETRY_PAYMENT,BLOCKED,High-value transaction requires escalation,0.0,,
2026-09-02T11:25:29.259687,TX01404,35039.91,0.0501,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:29.360496,TX01406,5967.99,0.4051,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3nqZ65NNSSj7,0.0,order_TX3nqZ65NNSSj7,
2026-09-02T11:25:29.379875,TX01410,25505.46,0.0667,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:29.398375,TX01411,31088.02,0.0463,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:29.419851,TX01414,38444.9,0.0399,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:29.441515,TX01418,26649.25,0.0515,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:29.463989,TX01420,41331.86,0.068,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:29.486173,TX01427,31034.57,0.0677,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:29.507907,TX01429,34502.76,0.0516,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:29.532281,TX01430,27686.43,0.517,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:29.556095,TX01431,12243.54,0.0205,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:29.641067,TX01432,21414.68,0.4114,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3nqsYEkAp0Qw,0.0,order_TX3nqsYEkAp0Qw,
2026-09-02T11:25:29.658706,TX01433,48393.59,0.1261,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:29.680915,TX01435,28306.89,0.1043,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:29.705452,TX01436,46661.24,0.0698,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:29.734413,TX01437,29408.29,0.062,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:29.759842,TX01438,26398.91,0.5771,RETRY_PAYMENT,SUCCESS,Payment retry succeeded,26398.91,,
2026-09-02T11:25:29.783139,TX01439,38013.68,0.1072,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:29.807446,TX01441,9819.37,0.0611,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:29.833697,TX01444,19035.58,0.5972,RETRY_PAYMENT,SUCCESS,Payment retry succeeded,19035.58,,
2026-09-02T11:25:29.858836,TX01447,10127.41,0.0403,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:29.880975,TX01448,20735.85,0.1114,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:29.905018,TX01449,3799.39,0.084,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:29.930831,TX01451,42712.0,0.0248,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:29.954968,TX01453,18147.62,0.0414,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:29.976029,TX01456,27365.42,0.0156,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:30.004965,TX01457,10511.44,0.053,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:30.103727,TX01462,12428.42,0.4977,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3nrOFa09eAK9,0.0,order_TX3nrOFa09eAK9,
2026-09-02T11:25:30.123635,TX01467,29161.9,0.1008,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:30.218948,TX01468,35791.84,0.5478,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3nrVkGU83EzC,0.0,order_TX3nrVkGU83EzC,
2026-09-02T11:25:30.239030,TX01471,14261.92,0.0167,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:30.263834,TX01477,10222.94,0.0923,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:30.290316,TX01478,44533.78,0.0254,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:30.370485,TX01479,5922.34,0.4295,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3nrgJWR6iUBJ,0.0,order_TX3nrgJWR6iUBJ,
2026-09-02T11:25:30.394062,TX01481,25200.01,0.0462,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:30.416608,TX01482,29239.77,0.0926,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:30.442871,TX01483,29032.47,0.1155,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:30.471609,TX01485,15839.38,0.0792,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:30.507531,TX01487,10985.64,0.134,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:30.545721,TX01489,4538.04,0.0181,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:30.576592,TX01490,24471.75,0.0442,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:30.598690,TX01498,15101.75,0.1211,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:30.626492,TX01504,49291.26,0.0938,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:30.648856,TX01506,30148.93,0.0526,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:30.676967,TX01507,17093.17,0.0498,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:30.719978,TX01511,22408.59,0.0821,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:30.755763,TX01513,3312.85,0.0623,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:30.796058,TX01514,19495.83,0.0768,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:30.822839,TX01515,29254.39,0.1066,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:30.854230,TX01518,24118.65,0.0444,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:30.944289,TX01519,33152.85,0.453,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3nsIl211CNvG,0.0,order_TX3nsIl211CNvG,
2026-09-02T11:25:31.019355,TX01520,11112.48,0.2661,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3nsO3T5McGpc,0.0,order_TX3nsO3T5McGpc,
2026-09-02T11:25:31.043703,TX01521,5819.59,0.0808,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:31.130494,TX01522,29902.41,0.5688,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3nsVgKtvvZZ1,0.0,order_TX3nsVgKtvvZZ1,
2026-09-02T11:25:31.164237,TX01523,24337.54,0.0381,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:31.195476,TX01524,1538.01,0.131,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:31.216702,TX01526,5485.05,0.1054,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:31.240473,TX01529,30734.97,0.0759,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:31.276030,TX01533,26874.6,0.0307,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:31.314213,TX01534,30990.88,0.0356,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:31.350419,TX01540,1299.88,0.0527,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:31.383649,TX01546,42876.83,0.1844,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:31.413162,TX01548,24719.64,0.4974,SEND_REMINDER,REMINDER_SENT,Payment reminder sent to customer,0.0,,
2026-09-02T11:25:31.440863,TX01549,35103.11,0.1147,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:31.468061,TX01552,15608.76,0.2264,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:31.501502,TX01554,25880.69,0.0892,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:31.538929,TX01555,24963.24,0.0423,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:31.573372,TX01557,5586.12,0.071,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:31.615648,TX01558,42136.92,0.0706,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:31.648434,TX01560,16426.06,0.104,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:31.752593,TX01563,29279.18,0.5059,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3ntAT8JT6vDV,0.0,order_TX3ntAT8JT6vDV,
